Cubic Polynomial_0_0,x + x*log(4),tensor(0.2386),-9.179363244637667
Cubic Polynomial_233_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9280>>
Cubic Polynomial_233_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_233_121,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_233_122,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_233_123,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_233_124,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_233_125,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_233_126,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_233_127,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac202a00>>
Cubic Polynomial_234_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e695a9340>>
Cubic Polynomial_234_3,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_4,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_5,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_6,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_7,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_8,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_12,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_234_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_15,x**6,tensor(0.2248),-10.885978346411445
Cubic Polynomial_234_16,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_17,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_18,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_19,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_20,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7a610>>
Cubic Polynomial_234_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_25,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_28,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_29,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_30,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_31,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_34,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7adf0>>
Cubic Polynomial_234_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_38,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_40,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_41,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_42,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_44,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_45,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691dcaf0>>
Cubic Polynomial_234_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_49,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_54,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_55,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687f7850>>
Cubic Polynomial_234_58,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_60,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_61,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_62,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_63,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765f4af0>>
Cubic Polynomial_234_65,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_67,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_69,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_71,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_72,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_75,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_80,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_81,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_83,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_234_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_85,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_87,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_90,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_91,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac33ab20>>
Cubic Polynomial_234_94,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_95,x - 9,tensor(0.4094),-1.0802415868972934
Cubic Polynomial_234_96,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_98,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_99,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_100,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_101,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_103,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_104,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_234_105,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_106,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_108,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69836a00>>
Cubic Polynomial_234_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_112,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_113,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_114,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_234_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_117,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_119,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_234_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76236700>>
Cubic Polynomial_234_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_123,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698bc7c0>>
Cubic Polynomial_234_125,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_234_126,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_234_127,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_0,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_1,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_2,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_4,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_5,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_6,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_7,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_8,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_9,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_12,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_235_13,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_15,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_17,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_235_18,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_20,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_22,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_24,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7a910>>
Cubic Polynomial_235_26,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_27,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7a4f0>>
Cubic Polynomial_235_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_30,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_31,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_36,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_37,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_38,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_39,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_41,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_42,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_43,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_44,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_46,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697aafd0>>
Cubic Polynomial_235_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_51,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_52,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_53,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_54,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_235_55,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_58,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_59,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697aa670>>
Cubic Polynomial_235_61,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_63,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_65,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_66,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_67,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_68,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_69,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_71,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_72,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_75,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_77,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_78,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_80,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_81,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_85,x - 2,tensor(0.2998),-4.455010279059404
Cubic Polynomial_235_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0d4f70>>
Cubic Polynomial_235_88,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_90,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_235_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696e9520>>
Cubic Polynomial_235_92,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_93,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_94,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_95,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6999f400>>
Cubic Polynomial_235_97,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_98,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_99,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_100,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_101,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_102,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_103,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_235_104,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_105,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_106,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_107,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_108,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_235_109,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_110,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_111,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_112,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_235_113,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_114,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_115,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_116,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_117,x - 1,tensor(0.2632),-6.836217081054252
Cubic Polynomial_235_118,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_119,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_120,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_121,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_122,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_235_123,x - 3,tensor(0.3468),-2.548577724271763
Cubic Polynomial_235_124,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_235_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0d4100>>
Cubic Polynomial_235_126,-6*x,tensor(0.1898),-17.215152194866366
Cubic Polynomial_235_127,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_236_0,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_1,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e692a6d30>>
Cubic Polynomial_236_3,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_4,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_5,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_6,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_7,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_8,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_9,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_10,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_11,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_12,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_13,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_14,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_15,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_16,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_17,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_18,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_19,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_20,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_236_21,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_22,x - 2,tensor(0.2998),-4.455010279059404
Cubic Polynomial_236_23,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_24,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_25,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_26,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_27,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_28,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_29,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_30,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_31,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_32,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_33,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_34,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_35,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_36,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_37,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_38,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_39,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_40,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e765f4640>>
Cubic Polynomial_236_42,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_43,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_44,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_45,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_46,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_47,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_48,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_49,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_50,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_51,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_52,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_53,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_54,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_55,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_56,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_57,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_58,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_59,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_60,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da57c70>>
Cubic Polynomial_236_62,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_63,x - 4,tensor(0.4073),-1.116919416691331
Cubic Polynomial_236_64,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_65,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_66,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69315fd0>>
Cubic Polynomial_236_68,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_69,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_70,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_71,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_72,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_73,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_74,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_75,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_76,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_77,x - 8,tensor(0.4838),-0.13802865844168455
Cubic Polynomial_236_78,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_79,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_80,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_81,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_82,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_83,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_84,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_85,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_86,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_87,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_88,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_89,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_90,x - 5,tensor(0.4815),-0.16003535631810695
Cubic Polynomial_236_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696a1bb0>>
Cubic Polynomial_236_92,x - 7,tensor(0.5498),0.32941002280671616
Cubic Polynomial_236_93,x - 6,tensor(0.5484),0.3220744568479088
Cubic Polynomial_236_94,x - 4,tensor(0.4073),-1.116919416691331
